Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
"on october   usa today began running advertisements on its front page for the first time in  some pages of usa todays website features auto play functionality for video or audio aided stories
",october usa today began running advertisements page time pages usa todays website features auto play functionality video audio aided stories,6.25,"october,usa,today,began,running,advertisements,page,time,pages,usa,todays,website,features,auto,play,functionality,video,audio,aided,stories",0.00,usa
"on february   gannett launched usa today live a broadcast and internet initiative designed to provide coverage from the newspaper to broadcast television stations nationwide for use in their local newscasts and their websites the venture also provided integration with the usa today website which transitioned from a text based format to feature audio and video clips of news content
",february gannett launched usa today live broadcast internet initiative designed provide coverage newspaper broadcast television stations nationwide use local newscasts websites venture provided integration usa today website transitioned text based format feature audio video clips news content,5.73,"february,gannett,launched,usa,today,live,broadcast,internet,initiative,designed,provide,coverage,newspaper,broadcast,television,stations,nationwide,use,local,newscasts,websites,venture,provided,integration,usa,today,website,transitioned,text,based,format,feature,audio,video,clips,news,content",0.00,usa
"in  two interactive units were launched on june  usa today and gannett newspapers launched the usa today careers network  a website featuring localized employment listings then on july  the usa today news center was launched as an interactive television news service developed through a joint venture with the on command corporation that was distributed to hotels around the united states on september  of that year the newspaper set an all time single day circulation record selling  copies for its edition covering the september  attacks that november usa today migrated its operations from gannetts previous corporate headquarters in arlington virginia to the companys new headquarters in nearby mclean
",interactive units launched june usa today gannett newspapers launched usa today careers network website featuring localized employment listings july usa today news center launched interactive television news service developed joint venture command corporation distributed hotels united states september year newspaper set time single day circulation record selling copies edition covering september attacks november usa today migrated operations gannetts previous corporate headquarters arlington virginia companys new headquarters nearby mclean,5.52,"interactive,units,launched,june,usa,today,gannett,newspapers,launched,usa,today,careers,network,website,featuring,localized,employment,listings,july,usa,today,news,center,launched,interactive,television,news,service,developed,joint,venture,command,corporation,distributed,hotels,united,states,september,year,newspaper,set,time,single,day,circulation,record,selling,copies,edition,covering,september,attacks,november,usa,today,migrated,operations,gannetts,previous,corporate,headquarters,arlington,virginia,companys,new,headquarters,nearby,mclean",0.00,usa
"in  jack kelley a senior foreign correspondent for usa today was found to have fabricated foreign news reports over the past decade kelley resigned
",jack kelley senior foreign correspondent usa today found fabricated foreign news reports past decade kelley resigned,5.41,"jack,kelley,senior,foreign,correspondent,usa,today,found,fabricated,foreign,news,reports,past,decade,kelley,resigned",0.00,usa
"on december   gannett announced that it would combine the separate newsroom operations of the online and print entities of usa today with usatodaycoms vice president and editor in chief kinsey wilson promoted to co executive editor alongside existing executive editor john hillkirk
",december gannett announced combine separate newsroom operations online print entities usa today usatodaycoms vice president editor chief kinsey wilson promoted co executive editor alongside existing executive editor john hillkirk,4.61,"december,gannett,announced,combine,separate,newsroom,operations,online,print,entities,usa,today,usatodaycoms,vice,president,editor,chief,kinsey,wilson,promoted,co,executive,editor,alongside,existing,executive,editor,john,hillkirk",0.00,usa
"in december  usa today launched the usa today api for sharing data with partners of all types
",december usa today launched usa today api sharing data partners types,6.38,"december,usa,today,launched,usa,today,api,sharing,data,partners,types",0.00,usa
"on august   usa today announced that it would undergo a reorganization of its newsroom announcing the layoffs of  staffers it also announced that the paper would shift its focus away from print and place more emphasis on its digital platforms  and launch of a new publication called usa today sportscitation needed
",august usa today announced undergo reorganization newsroom announcing layoffs staffers announced paper shift focus away print place emphasis digital platforms launch new publication called usa today sportscitation needed,7.30,"august,usa,today,announced,undergo,reorganization,newsroom,announcing,layoffs,staffers,announced,paper,shift,focus,away,print,place,emphasis,digital,platforms,launch,new,publication,called,usa,today,sportscitation,needed",0.00,usa
"on september   usa today underwent the first major redesign in its history in commemoration for the th anniversary of the papers first edition developed in conjunction with brand design firm wolff olins the print edition of usa today added a page covering technology stories and expanded travel coverage within the life section and increased the number of color pages included in each edition while retaining longtime elements the globe logo used since the papers inception was replaced with a new logo featuring a large circle rendered in colors corresponding to each of the sections serving as an infographic that changes with news stories containing images representing that days top stories
",september usa today underwent major redesign history commemoration th anniversary papers edition developed conjunction brand design firm wolff olins print edition usa today added page covering technology stories expanded travel coverage life section increased number color pages included edition retaining longtime elements globe logo papers inception replaced new logo featuring large circle rendered colors corresponding sections serving infographic changes news stories containing images representing days stories,6.33,"september,usa,today,underwent,major,redesign,history,commemoration,th,anniversary,papers,edition,developed,conjunction,brand,design,firm,wolff,olins,print,edition,usa,today,added,page,covering,technology,stories,expanded,travel,coverage,life,section,increased,number,color,pages,included,edition,retaining,longtime,elements,globe,logo,papers,inception,replaced,new,logo,featuring,large,circle,rendered,colors,corresponding,sections,serving,infographic,changes,news,stories,containing,images,representing,days,stories",0.00,usa
"the papers website was also extensively overhauled using a new in house content management system known as presto and a design created by fantasy interactive that incorporates flipboard style navigation to switch between individual stories  clickable video advertising and a responsive design layout the site was designed and developed to be more interactive faster provide high impact advertising units  and provide the ability for gannett to syndicate usa today content to the websites of its local properties and vice versa to accomplish this goal gannett digital migrated its newspaper and television station websites to the presto platform developers built a separate platform to provide optimizations for mobile and touchscreen devices the gravity ad won digidays best publishing innovation in advertising in  thanks to an  full watch user engagement rate on desktop and  on mobile
",papers website extensively overhauled new house content management system known presto design created fantasy interactive incorporates flipboard style navigation switch individual stories clickable video advertising responsive design layout site designed developed interactive faster provide high impact advertising units provide ability gannett syndicate usa today content websites local properties vice versa accomplish goal gannett digital migrated newspaper television station websites presto platform developers built separate platform provide optimizations mobile touchscreen devices gravity ad digidays best publishing innovation advertising thanks watch user engagement rate desktop mobile,5.63,"papers,website,extensively,overhauled,new,house,content,management,system,known,presto,design,created,fantasy,interactive,incorporates,flipboard,style,navigation,switch,individual,stories,clickable,video,advertising,responsive,design,layout,site,designed,developed,interactive,faster,provide,high,impact,advertising,units,provide,ability,gannett,syndicate,usa,today,content,websites,local,properties,vice,versa,accomplish,goal,gannett,digital,migrated,newspaper,television,station,websites,presto,platform,developers,built,separate,platform,provide,optimizations,mobile,touchscreen,devices,gravity,ad,digidays,best,publishing,innovation,advertising,thanks,watch,user,engagement,rate,desktop,mobile",0.00,usa
"following the relaunch the editorial team behind usa today investigations ramped up its longread article plans following the success of the series ghost factories with differing platform requirements usa todays mobile website did not offer any specialized support for these multi chapter stories nearing the end of  more than one third of usa todays readership was browsing only using their mobile phones and the majority of these users were accessing the mobile website  with the newer less obtrusive advertising strategy gannet digital designed developed and released the longread mobile experience to coincide with the launch of brad heaths series locked up which won the investigative reporters and editors tom renner award in october 
",following relaunch editorial team usa today investigations ramped longread article plans following success series ghost factories differing platform requirements usa todays mobile website offer specialized support multi chapter stories nearing end usa todays readership browsing mobile phones majority users accessing mobile website newer obtrusive advertising strategy gannet digital designed developed released longread mobile experience coincide launch brad heaths series locked investigative reporters editors tom renner award october,6.22,"following,relaunch,editorial,team,usa,today,investigations,ramped,longread,article,plans,following,success,series,ghost,factories,differing,platform,requirements,usa,todays,mobile,website,offer,specialized,support,multi,chapter,stories,nearing,end,usa,todays,readership,browsing,mobile,phones,majority,users,accessing,mobile,website,newer,obtrusive,advertising,strategy,gannet,digital,designed,developed,released,longread,mobile,experience,coincide,launch,brad,heaths,series,locked,investigative,reporters,editors,tom,renner,award,october",0.00,usa
"the usa today site design was launched on desktop mobile and tv throughout  and  although archive content accessible through search engines remains available through the pre relaunch design
",usa today site design launched desktop mobile tv archive content accessible search engines remains available pre relaunch design,5.26,"usa,today,site,design,launched,desktop,mobile,tv,archive,content,accessible,search,engines,remains,available,pre,relaunch,design",0.00,usa
"on october   gannett test launched a condensed daily edition of usa today  for distribution as an insert in four of its newspapers  the indianapolis star the rochester democrat  chronicle the fort myers based the news press and the appleton wisconsin based the post crescent the launch of the syndicated insert caused usa today to restructure its operations to allow seven day a week production to accommodate the packaging of its national and international news content and enterprise stories  into the pilot insert gannett later announced on december  that it would formally launch the condensed daily edition of usa today in  additional local newspapers nationwide through april   citing positive feedback to the feature from readers and advertisers of the initial four papers gannett was given permission from the alliance for audited media to count the circulation figures from the syndicated local insert with the total circulation count for the flagship national edition of usa today
",october gannett test launched condensed daily edition usa today distribution insert newspapers indianapolis star rochester democrat chronicle fort myers based news press appleton wisconsin based post crescent launch syndicated insert caused usa today restructure operations allow seven day week production accommodate packaging national international news content enterprise stories pilot insert gannett later announced december formally launch condensed daily edition usa today additional local newspapers nationwide april citing positive feedback feature readers advertisers initial papers gannett given permission alliance audited media count circulation figures syndicated local insert total circulation count flagship national edition usa today,6.05,"october,gannett,test,launched,condensed,daily,edition,usa,today,distribution,insert,newspapers,indianapolis,star,rochester,democrat,chronicle,fort,myers,based,news,press,appleton,wisconsin,based,post,crescent,launch,syndicated,insert,caused,usa,today,restructure,operations,allow,seven,day,week,production,accommodate,packaging,national,international,news,content,enterprise,stories,pilot,insert,gannett,later,announced,december,formally,launch,condensed,daily,edition,usa,today,additional,local,newspapers,nationwide,april,citing,positive,feedback,feature,readers,advertisers,initial,papers,gannett,given,permission,alliance,audited,media,count,circulation,figures,syndicated,local,insert,total,circulation,count,flagship,national,edition,usa,today",0.00,usa
"on january   usa today acquired the consumer product review website reviewed in the first quarter of  gannett launched a condensed usa today insert into  other newspapers in its network thereby increasing the number of inserts to  in an effort to shore up circulation after it regained its position as the highest circulated week daily newspaper in the united states in october  on september   usa today announced that it would lay off roughly  employees in a restructuring of its newsroom and business operations in october  usa today and openwager inc entered into a partnership to release a bingo mobile app called usa today bingo cruise
",january usa today acquired consumer product review website reviewed quarter gannett launched condensed usa today insert newspapers network increasing number inserts effort shore circulation regained position highest circulated week daily newspaper united states october september usa today announced lay roughly employees restructuring newsroom business operations october usa today openwager inc entered partnership release bingo mobile app called usa today bingo cruise,6.71,"january,usa,today,acquired,consumer,product,review,website,reviewed,quarter,gannett,launched,condensed,usa,today,insert,newspapers,network,increasing,number,inserts,effort,shore,circulation,regained,position,highest,circulated,week,daily,newspaper,united,states,october,september,usa,today,announced,lay,roughly,employees,restructuring,newsroom,business,operations,october,usa,today,openwager,inc,entered,partnership,release,bingo,mobile,app,called,usa,today,bingo,cruise",0.00,usa
"on december   gannett formally launched the usa today network a national digital newsgathering service providing shared content between usa today and the companys  local newspapers throughout the united states as well as pooling advertising services on both a hyperlocal and national reach the louisville courier journal had earlier soft launched the service as part of a pilot program started on november  coinciding with an imaging rebrand for the louisville kentucky based newspaper gannetts other local newspaper properties as well as those it acquired through its merger with the journal media group gradually began identifying themselves as part of the usa today network  through early january 
",december gannett formally launched usa today network national digital newsgathering service providing shared content usa today companys local newspapers united states pooling advertising services hyperlocal national reach louisville courier journal earlier soft launched service pilot program started november coinciding imaging rebrand louisville kentucky based newspaper gannetts local newspaper properties acquired merger journal media group gradually began identifying usa today network early january,6.13,"december,gannett,formally,launched,usa,today,network,national,digital,newsgathering,service,providing,shared,content,usa,today,companys,local,newspapers,united,states,pooling,advertising,services,hyperlocal,national,reach,louisville,courier,journal,earlier,soft,launched,service,pilot,program,started,november,coinciding,imaging,rebrand,louisville,kentucky,based,newspaper,gannetts,local,newspaper,properties,acquired,merger,journal,media,group,gradually,began,identifying,usa,today,network,early,january",0.00,usa
"in may  usa today introduced a paywall for some of its online stories
",usa today introduced paywall online stories,10.00,"usa,today,introduced,paywall,online,stories",0.00,usa
"on june   it was reported that usa today removed  articles written by journalist gabriela miranda after an inquiry related to one of her articles triggered an internal investigation and found that miranda had fabricated sources on articles pertaining to the texas heartbeat act ukrainian womens issues due to the russian invasion and an article on sunscreen miranda resigned
",june reported usa today removed articles written journalist gabriela miranda inquiry related articles triggered internal investigation found miranda fabricated sources articles pertaining texas heartbeat act ukrainian womens issues russian invasion article sunscreen miranda resigned,6.40,"june,reported,usa,today,removed,articles,written,journalist,gabriela,miranda,inquiry,related,articles,triggered,internal,investigation,found,miranda,fabricated,sources,articles,pertaining,texas,heartbeat,act,ukrainian,womens,issues,russian,invasion,article,sunscreen,miranda,resigned",0.00,usa
"usa today is known for synthesizing news down to easy to read and comprehend stories in the main edition circulated in the united states and canada each edition consists of four sections news  money sports and life since march  the friday edition of life has been separated into two distinct sections the regular life focusing on entertainment  which features television reviews and listings a dvd column film reviews and trends and a travel supplement called destinations  diversions  the international edition of the paper features two sections news and money in one with sports and life in the other
",usa today known synthesizing news easy read comprehend stories main edition circulated united states canada edition consists sections news money sports life march friday edition life separated distinct sections regular life focusing entertainment features television reviews listings dvd column film reviews trends travel supplement called destinations diversions international edition paper features sections news money sports life,6.97,"usa,today,known,synthesizing,news,easy,read,comprehend,stories,main,edition,circulated,united,states,canada,edition,consists,sections,news,money,sports,life,march,friday,edition,life,separated,distinct,sections,regular,life,focusing,entertainment,features,television,reviews,listings,dvd,column,film,reviews,trends,travel,supplement,called,destinations,diversions,international,edition,paper,features,sections,news,money,sports,life",0.00,usa
"atypical of most daily newspapers the paper does not print on saturdays and sundays the friday edition serves as the weekend edition usa today has published special saturday and sunday editions in the past the first issue released during the standard calendar weekend was published on january   when it released a saturday extra edition updating coverage of the gulf war from the previous day the paper published special seven day a week editions for the first time on july   when it published special editions for exclusive distribution in the host city of atlanta and surrounding areas for the two week duration of the  summer olympics usa today prints each complete story on the front page of the respective section with the exception of the cover story the cover story is a longer story that requires a jump  on certain days the news or sports section will take up two paper sections and there will be a second cover story within the second section
",atypical daily newspapers paper print saturdays sundays friday edition serves weekend edition usa today published special saturday sunday editions past issue released standard calendar weekend published january released saturday extra edition updating coverage gulf war previous day paper published special seven day week editions time july published special editions exclusive distribution host city atlanta surrounding areas week duration summer olympics usa today prints complete story page respective section exception cover story cover story longer story requires jump certain days news sports section paper sections second cover story second section,7.76,"atypical,daily,newspapers,paper,print,saturdays,sundays,friday,edition,serves,weekend,edition,usa,today,published,special,saturday,sunday,editions,past,issue,released,standard,calendar,weekend,published,january,released,saturday,extra,edition,updating,coverage,gulf,war,previous,day,paper,published,special,seven,day,week,editions,time,july,published,special,editions,exclusive,distribution,host,city,atlanta,surrounding,areas,week,duration,summer,olympics,usa,today,prints,complete,story,page,respective,section,exception,cover,story,cover,story,longer,story,requires,jump,certain,days,news,sports,section,paper,sections,second,cover,story,second,section",0.00,usa
"each section is denoted by a certain color to differentiate sections beyond lettering and is seen in a box the top left corner of the first page the principal section colors are blue for news  green for money  red for sports  and purple for life  in the papers early years the life and money sections were also assigned blue nameplates and spot color as the presses used at usa today printing facilities did not yet accommodate the use of other colors to denote all four original sections orange is used for bonus sections  which are published occasionally such as for business travel trends and the olympics other bonus sections for sports  nfl opening weekend and the super bowl previously used the orange color but now use the red designated for sports in their bonus sections to increase their ties to usa today gannett incorporated the usa today coloring scheme into an internally created graphics package for news programming that the company began phasing in across its television station group  which were spun off in july  into the separate broadcast and digital media company tegna  in late   gannetts television stations began to a new on air appearance that uses a color coding system identical to that of the paper
",section denoted certain color differentiate sections lettering seen box left corner page principal section colors blue news green money red sports purple life papers early years life money sections assigned blue nameplates spot color presses usa today printing facilities accommodate use colors denote original sections orange bonus sections published occasionally business travel trends olympics bonus sections sports nfl opening weekend super bowl previously orange color use red designated sports bonus sections increase ties usa today gannett incorporated usa today coloring scheme internally created graphics package news programming company began phasing television station group spun july separate broadcast digital media company tegna late gannetts television stations began new air appearance uses color coding system identical paper,7.57,"section,denoted,certain,color,differentiate,sections,lettering,seen,box,left,corner,page,principal,section,colors,blue,news,green,money,red,sports,purple,life,papers,early,years,life,money,sections,assigned,blue,nameplates,spot,color,presses,usa,today,printing,facilities,accommodate,use,colors,denote,original,sections,orange,bonus,sections,published,occasionally,business,travel,trends,olympics,bonus,sections,sports,nfl,opening,weekend,super,bowl,previously,orange,color,use,red,designated,sports,bonus,sections,increase,ties,usa,today,gannett,incorporated,usa,today,coloring,scheme,internally,created,graphics,package,news,programming,company,began,phasing,television,station,group,spun,july,separate,broadcast,digital,media,company,tegna,late,gannetts,television,stations,began,new,air,appearance,uses,color,coding,system,identical,paper",0.00,usa
"in many ways usa today is set up to break the typical newspaper layout some examples of that divergence from tradition include using the left hand quarter of each section as reefers  sometimes using sentence length blurbs to describe stories inside the lead reefer is the cover page feature newsline which shows summarized descriptions of headline stories featured in all four main sections and any special sections as a national newspaper usa today cannot focus on the weather for any one city therefore the entire back page of the news section is used for weather maps for the continental united states puerto rico and the yous virgin islands and temperature lists for many cities throughout the yous and the world  the colorized forecast map originally created by staff designer george rorick  was copied by newspapers around the world breaking from the traditional style of using monochrome contouring or simplistic text to denote temperature ranges national precipitation maps for the next three days  and four day forecasts and air quality indexes for  major yous cities   with individual cities color coded by the temperature contour corresponding to the given area on the forecast map  are also featured weather data is provided by accuweather which has served as the forecast provider for usa today for most of the papers existence  in the bottom left hand corner of the weather page is weather focus a graphic which explains various meteorological phenomena on some days the weather focus could be a photo of a rare meteorological event
",ways usa today set break typical newspaper layout examples divergence tradition include left hand quarter section reefers sentence length blurbs describe stories inside lead reefer cover page feature newsline shows summarized descriptions headline stories featured main sections special sections national newspaper usa today focus weather city entire page news section weather maps continental united states puerto rico yous virgin islands temperature lists cities yous world colorized forecast map originally created staff designer george rorick copied newspapers world breaking traditional style monochrome contouring simplistic text denote temperature ranges national precipitation maps days day forecasts air quality indexes major yous cities individual cities color coded temperature contour corresponding given area forecast map featured weather data provided accuweather served forecast provider usa today papers existence left hand corner weather page weather focus graphic explains meteorological phenomena days weather focus photo rare meteorological event,7.24,"ways,usa,today,set,break,typical,newspaper,layout,examples,divergence,tradition,include,left,hand,quarter,section,reefers,sentence,length,blurbs,describe,stories,inside,lead,reefer,cover,page,feature,newsline,shows,summarized,descriptions,headline,stories,featured,main,sections,special,sections,national,newspaper,usa,today,focus,weather,city,entire,page,news,section,weather,maps,continental,united,states,puerto,rico,yous,virgin,islands,temperature,lists,cities,yous,world,colorized,forecast,map,originally,created,staff,designer,george,rorick,copied,newspapers,world,breaking,traditional,style,monochrome,contouring,simplistic,text,denote,temperature,ranges,national,precipitation,maps,days,day,forecasts,air,quality,indexes,major,yous,cities,individual,cities,color,coded,temperature,contour,corresponding,given,area,forecast,map,featured,weather,data,provided,accuweather,served,forecast,provider,usa,today,papers,existence,left,hand,corner,weather,page,weather,focus,graphic,explains,meteorological,phenomena,days,weather,focus,photo,rare,meteorological,event",0.00,usa
