Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
 Myself have agreed to try whether I can master and kill this Sperma   ceti whale  for I could never hear of any of that sort that was killed by any man  such is his fierceness and swiftness ,agreed try master kill Sperma ceti whale hear sort killed man fierceness swiftness,12.57,"agreed,try,master,kill,Sperma,ceti,whale,hear,sort,killed,man,fierceness,swiftness",0.00,
   RICHARD STRAFFORD  S LETTER FROM THE BERMUDAS ,RICHARD STRAFFORD LETTER BERMUDAS,6.12,"RICHARD,STRAFFORD,LETTER,BERMUDAS",0.00,
 Whales in the sea God  s voice obey ,Whales sea God voice obey,8.11,"Whales,sea,God,voice,obey",0.00,
   N  E  PRIMER ,N E PRIMER,0.00,"N,E,PRIMER",0.00,
 We saw also abundance of large whales  there being more in those southern seas  as I may say  by a hundred to one  than we have to the northward of us ,saw abundance large whales southern seas northward,15.79,"saw,abundance,large,whales,southern,seas,northward",0.00,
   CAPTAIN COWLEY  S VOYAGE ROUND THE GLOBE  A  D   ,CAPTAIN COWLEY VOYAGE ROUND GLOBE,7.69,"CAPTAIN,COWLEY,VOYAGE,ROUND,GLOBE",0.00,
 and the breath of the whale is frequendy attended with such an insupportable smell  as to bring on a disorder of the brain ,breath whale frequendy attended insupportable smell bring disorder brain,11.29,"breath,whale,frequendy,attended,insupportable,smell,bring,disorder,brain",0.00,
   ULLOA  S SOUTH AMERICA ,ULLOA SOUTH AMERICA,3.85,"ULLOA,SOUTH,AMERICA",0.00,
 To fifty chosen sylphs of special note  We trust the important charge  the petticoat ,chosen sylphs special note trust important charge petticoat,6.98,"chosen,sylphs,special,note,trust,important,charge,petticoat",0.00,
Oft have we known that seven   fold fence to fail  Though  stuffed with hoops and armed with ribs of whale ,Oft known seven fold fence fail stuffed hoops armed ribs whale,8.41,"Oft,known,seven,fold,fence,fail,stuffed,hoops,armed,ribs,whale",0.00,
 If we compare land animals in respect to magnitude  with those that take up their abode in the deep  we shall find they will appear contemptible in the comparison ,compare land animals respect magnitude abode deep shall find appear contemptible comparison,10.37,"compare,land,animals,respect,magnitude,abode,deep,shall,find,appear,contemptible,comparison",0.00,
The whale is doubtless the largest animal in creation ,whale doubtless largest animal creation,7.41,"whale,doubtless,largest,animal,creation",0.00,
 If you should write a fable for little fishes  you would make them speak like great wales ,write fable little fishes speak like great wales,9.89,"write,fable,little,fishes,speak,like,great,wales",0.00,
 In the afternoon we saw what was supposed to be a rock  but it was found to be a dead whale  which some Asiatics had killed  and were then towing ashore ,afternoon saw supposed rock found dead whale Asiatics killed towing ashore,12.99,"afternoon,saw,supposed,rock,found,dead,whale,Asiatics,killed,towing,ashore",0.00,
They seemed to endeavor to conceal themselves behind the whale  in order to avoid being seen by us ,endeavor conceal whale order avoid seen,12.12,"endeavor,conceal,whale,order,avoid,seen",0.00,
 The larger whales  they seldom venture to attack ,larger whales seldom venture attack,6.00,"larger,whales,seldom,venture,attack",0.00,
They stand in so great dread of some of them  that when out at sea they are afraid to mention even their names  and carry dung  lime   stone  juniper   wood  and some other articles of the same nature in their boats  in order to terrify and prevent their too near approach ,stand great dread sea afraid mention names carry dung lime stone juniper wood articles nature boats order terrify prevent near approach,10.99,"stand,great,dread,sea,afraid,mention,names,carry,dung,lime,stone,juniper,wood,articles,nature,boats,order,terrify,prevent,near,approach",0.00,
   UNO VON TROIL  S LETTERS ON BANKS  S AND SOLANDER  S VOYAGE TO ICELAND IN  ,UNO VON TROIL LETTERS BANKS SOLANDER VOYAGE ICELAND,8.97,"UNO,VON,TROIL,LETTERS,BANKS,SOLANDER,VOYAGE,ICELAND",0.00,
 The Spermacetti Whale found by the Nantuckois  is an active  fierce animal  and requires vast address and boldness in the fishermen ,Spermacetti Whale found Nantuckois active fierce animal requires vast address boldness fishermen,6.77,"Spermacetti,Whale,found,Nantuckois,active,fierce,animal,requires,vast,address,boldness,fishermen",0.00,
   THOMAS JEFFERSON  S WHALE MEMORIAL TO THE FRENCH MINISTER IN  ,THOMAS JEFFERSON WHALE MEMORIAL FRENCH MINISTER,6.15,"THOMAS,JEFFERSON,WHALE,MEMORIAL,FRENCH,MINISTER",0.00,
 And pray  sir  what in the world is equal to it ,pray sir world equal,14.29,"pray,sir,world,equal",0.00,
   EDMUND BURKE  S REFERENCE IN PARLIAMENT TO THE NANTUCKET WHALE   FISHERY ,EDMUND BURKE REFERENCE PARLIAMENT NANTUCKET WHALE FISHERY,5.26,"EDMUND,BURKE,REFERENCE,PARLIAMENT,NANTUCKET,WHALE,FISHERY",0.00,
 Spain    a great whale stranded on the shores of Europe ,Spain great whale stranded shores Europe,7.02,"Spain,great,whale,stranded,shores,Europe",0.00,
 A tenth branch of the king  s ordinary revenue  said to be grounded on the consideration of his guarding and protecting the seas from pirates and robbers  is the right to royal fish  which are whale and sturgeon ,tenth branch king ordinary revenue said grounded consideration guarding protecting seas pirates robbers right royal fish whale sturgeon,9.39,"tenth,branch,king,ordinary,revenue,said,grounded,consideration,guarding,protecting,seas,pirates,robbers,right,royal,fish,whale,sturgeon",0.00,
And these  when either thrown ashore or caught near the coast  are the property of the king ,thrown ashore caught near coast property king,10.87,"thrown,ashore,caught,near,coast,property,king",0.00,
 Soon to the sport of death the crews repair  Rodmond unerring o  er his head suspends The barbed steel  and every turn attends ,Soon sport death crews repair Rodmond unerring er head suspends barbed steel turn attends,7.03,"Soon,sport,death,crews,repair,Rodmond,unerring,er,head,suspends,barbed,steel,turn,attends",0.00,
 Bright shone the roofs  the domes  the spires  And rockets blew self driven  To hang their momentary fire Around the vault of heaven ,Bright shone roofs domes spires rockets blew self driven hang momentary fire vault heaven,6.72,"Bright,shone,roofs,domes,spires,rockets,blew,self,driven,hang,momentary,fire,vault,heaven",0.00,
 So fire with water to compare  The ocean serves on high  Up   spouted by a whale in air  To express unwieldy joy ,fire water compare ocean serves high spouted whale air express unwieldy joy,8.77,"fire,water,compare,ocean,serves,high,spouted,whale,air,express,unwieldy,joy",0.00,
   COWPER  ON THE QUEEN  S VISIT TO LONDON ,COWPER QUEEN VISIT LONDON,9.30,"COWPER,QUEEN,VISIT,LONDON",0.00,
 Ten or fifteen gallons of blood are thrown out of the heart at a stroke  with immense velocity ,gallons blood thrown heart stroke immense velocity,11.46,"gallons,blood,thrown,heart,stroke,immense,velocity",0.00,
   JOHN HUNTER  S ACCOUNT OF THE DISSECTION OF A WHALE ,JOHN HUNTER ACCOUNT DISSECTION WHALE,9.09,"JOHN,HUNTER,ACCOUNT,DISSECTION,WHALE",0.00,
 The aorta of a whale is larger in the bore than the main pipe of the water   works at London Bridge  and the water roaring in its passage through that pipe is inferior in impetus and velocity to the blood gushing from the whale  s heart ,aorta whale larger bore main pipe water works London Bridge water roaring passage pipe inferior impetus velocity blood gushing whale heart,10.50,"aorta,whale,larger,bore,main,pipe,water,works,London,Bridge,water,roaring,passage,pipe,inferior,impetus,velocity,blood,gushing,whale,heart",0.00,
 The whale is a mammiferous animal without hind feet ,whale mammiferous animal hind feet,7.55,"whale,mammiferous,animal,hind,feet",0.00,
 In  degrees south  we saw Spermacetti Whales  but did not take any till the first of May  the sea being then covered with them ,degrees south saw Spermacetti Whales till sea covered,12.50,"degrees,south,saw,Spermacetti,Whales,till,sea,covered",0.00,
   COLNETT  S VOYAGE FOR THE PURPOSE OF EXTENDING THE SPERMACETI WHALE FISHERY ,COLNETT VOYAGE PURPOSE EXTENDING SPERMACETI WHALE FISHERY,6.33,"COLNETT,VOYAGE,PURPOSE,EXTENDING,SPERMACETI,WHALE,FISHERY",0.00,
 In the free element beneath me swam  Floundered and dived  in play  in chace  in battle  Fishes of every colour  form  and kind  Which language cannot paint  and mariner Had never seen  from dread Leviathan To insect millions peopling every wave  Gather  d in shoals immense  like floating islands  Led by mysterious instincts through that waste And trackless region  though on every side Assaulted by voracious enemies  Whales  sharks  and monsters  arm  d in front or jaw  With swords  saws  spiral horns  or hooked fangs ,free element beneath swam Floundered dived play chace battle Fishes colour form kind language paint mariner seen dread Leviathan insect millions peopling wave Gather shoals immense like floating islands Led mysterious instincts waste trackless region Assaulted voracious enemies Whales sharks monsters arm jaw swords saws spiral horns hooked fangs,6.86,"free,element,beneath,swam,Floundered,dived,play,chace,battle,Fishes,colour,form,kind,language,paint,mariner,seen,dread,Leviathan,insect,millions,peopling,wave,Gather,shoals,immense,like,floating,islands,Led,mysterious,instincts,waste,trackless,region,Assaulted,voracious,enemies,Whales,sharks,monsters,arm,jaw,swords,saws,spiral,horns,hooked,fangs",0.00,
   MONTGOMERY  S WORLD BEFORE THE FLOOD ,MONTGOMERY WORLD FLOOD,7.50,"MONTGOMERY,WORLD,FLOOD",0.00,
To the finny people  s king ,finny people king,10.71,"finny,people,king",0.00,
Not a mightier whale than this In the vast Atlantic is  Not a fatter fish than he  Flounders round the Polar Sea ,mightier whale vast Atlantic fatter fish Flounders round Polar Sea,10.62,"mightier,whale,vast,Atlantic,fatter,fish,Flounders,round,Polar,Sea",0.00,
   CHARLES LAMB  S TRIUMPH OF THE WHALE ,CHARLES LAMB TRIUMPH WHALE,7.50,"CHARLES,LAMB,TRIUMPH,WHALE",0.00,
 In the year  some persons were on a high hill observing the whales spouting and sporting with each other  when one observed  there    pointing to the sea    is a green pasture where our children  s grand   children will go for bread ,year persons high hill observing whales spouting sporting observed pointing sea green pasture children grand children bread,10.26,"year,persons,high,hill,observing,whales,spouting,sporting,observed,pointing,sea,green,pasture,children,grand,children,bread",0.00,
   OBED MACY  S HISTORY OF NANTUCKET ,OBED MACY HISTORY NANTUCKET,5.41,"OBED,MACY,HISTORY,NANTUCKET",0.00,
 I built a cottage for Susan and myself and made a gateway in the form of a Gothic Arch  by setting up a whale  s jaw bones ,built cottage Susan gateway form Gothic Arch setting whale jaw bones,12.90,"built,cottage,Susan,gateway,form,Gothic,Arch,setting,whale,jaw,bones",0.00,
   HAWTHORNE  S TWICE TOLD TALES ,HAWTHORNE TWICE TOLD TALES,3.03,"HAWTHORNE,TWICE,TOLD,TALES",0.00,
 She came to bespeak a monument for her first love  who had been killed by a whale in the Pacific ocean  no less than forty years ago ,came bespeak monument love killed whale Pacific ocean years ago,12.69,"came,bespeak,monument,love,killed,whale,Pacific,ocean,years,ago",0.00,
 No  Sir   it is a Right Whale  answered Tom   I saw his sprout  he threw up a pair of as pretty rainbows as a Christian would wish to look at ,Sir Right Whale answered Tom saw sprout threw pair pretty rainbows Christian wish look,11.19,"Sir,Right,Whale,answered,Tom,saw,sprout,threw,pair,pretty,rainbows,Christian,wish,look",0.00,
He  s a raal oil   butt  that fellow ,raal oil butt fellow,10.81,"raal,oil,butt,fellow",0.00,
 The papers were brought in  and we saw in the Berlin Gazette that whales had been introduced on the stage there ,papers brought saw Berlin Gazette whales introduced stage,11.50,"papers,brought,saw,Berlin,Gazette,whales,introduced,stage",0.00,
   ECKERMANN  S CONVERSATIONS WITH GOETHE ,ECKERMANN CONVERSATIONS GOETHE,4.76,"ECKERMANN,CONVERSATIONS,GOETHE",0.00,
Mr  Chace  what is the matter ,Mr Chace matter,10.00,"Mr,Chace,matter",0.00,
I answered   we have been stove by a whale ,answered stove whale,13.95,"answered,stove,whale",0.00,
