Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
Then falter not O book  fulfil your destiny  You not a reminiscence of the land alone  You too as a lone bark cleaving the ether  purpos  d I know not whither  yet ever full of faith  Consort to every ship that sails  sail you ,falter book fulfil destiny reminiscence land lone bark cleaving ether purpos know faith Consort ship sails sail,11.89,"falter,book,fulfil,destiny,reminiscence,land,lone,bark,cleaving,ether,purpos,know,faith,Consort,ship,sails,sail",0.00,
Bear forth to them folded my love   Speed on my book ,Bear forth folded love Speed book,9.43,"Bear,forth,folded,love,Speed,book",0.00,
spread your white sails my little bark athwart the imperious waves  Chant on  sail on  bear o  er the boundless blue from me to every sea  This song for mariners and all their ships ,spread white sails little bark athwart imperious waves Chant sail bear er boundless blue sea song mariners ships,8.79,"spread,white,sails,little,bark,athwart,imperious,waves,Chant,sail,bear,er,boundless,blue,sea,song,mariners,ships",0.00,
I heard that you ask  d for something to prove this puzzle the New World  And to define America  her athletic Democracy  Therefore I send you my poems that you behold in them what you wanted ,heard ask prove puzzle New World define America athletic Democracy send poems behold wanted,11.52,"heard,ask,prove,puzzle,New,World,define,America,athletic,Democracy,send,poems,behold,wanted",0.00,
You who celebrate bygones  Who have explored the outward  the surfaces of the races  the life that has exhibited itself  Who have treated of man as the creature of politics  aggregates  rulers and priests  I  habitan of the Alleghanies  treating of him as he is in himself in his own rights  Pressing the pulse of the life that has seldom exhibited itself   Chanter of Personality  outlining what is yet to be  I project the history of the future ,celebrate bygones explored outward surfaces races life exhibited treated man creature politics aggregates rulers priests habitan Alleghanies treating rights Pressing pulse life seldom exhibited Chanter Personality outlining project history future,10.74,"celebrate,bygones,explored,outward,surfaces,races,life,exhibited,treated,man,creature,politics,aggregates,rulers,priests,habitan,Alleghanies,treating,rights,Pressing,pulse,life,seldom,exhibited,Chanter,Personality,outlining,project,history,future",0.00,
Thou peerless  passionate  good because  Thou stern  remorseless  sweet idea  Deathless throughout the ages  races  lands  After a strange sad war  great war for thee   These chants for thee  the eternal march of thee ,Thou peerless passionate good Thou stern remorseless sweet idea Deathless ages races lands strange sad war great war thee chants thee eternal march thee,4.59,"Thou,peerless,passionate,good,Thou,stern,remorseless,sweet,idea,Deathless,ages,races,lands,strange,sad,war,great,war,thee,chants,thee,eternal,march,thee",0.00,
Thou orb of many orbs ,Thou orb orbs,9.09,"Thou,orb,orbs",0.00,
Thou seething principle ,Thou seething principle,0.00,"Thou,seething,principle",0.00,
thou well   kept  latent germ ,thou kept latent germ,3.33,"thou,kept,latent,germ",0.00,
Around the idea of thee the war revolving  With all its angry and vehement play of causes   These recitatives for thee    my book and the war are one  Merged in its spirit I and mine  as the contest hinged on thee  As a wheel on its axis turns  this book unwitting to itself  Around the idea of thee ,idea thee war revolving angry vehement play causes recitatives thee book war Merged spirit contest hinged thee wheel axis turns book unwitting idea thee,11.33,"idea,thee,war,revolving,angry,vehement,play,causes,recitatives,thee,book,war,Merged,spirit,contest,hinged,thee,wheel,axis,turns,book,unwitting,idea,thee",0.00,
I met a seer  Passing the hues and objects of the world  The fields of art and learning  pleasure  sense  To glean eidolons ,met seer Passing hues objects world fields art learning pleasure sense glean eidolons,8.06,"met,seer,Passing,hues,objects,world,fields,art,learning,pleasure,sense,glean,eidolons",0.00,
Put in thy chants said he  No more the puzzling hour nor day  nor segments  parts  put in  Put first before the rest as light for all and entrance   song of all  That of eidolons ,thy chants said puzzling hour day segments parts rest light entrance song eidolons,12.29,"thy,chants,said,puzzling,hour,day,segments,parts,rest,light,entrance,song,eidolons",0.00,
Ever the dim beginning  Ever the growth  the rounding of the circle  Ever the summit and the merge at last   Eidolons ,dim beginning growth rounding circle summit merge Eidolons,11.02,"dim,beginning,growth,rounding,circle,summit,merge,Eidolons",0.00,
Ever the mutable  Ever materials  changing  crumbling  re   cohering  Ever the ateliers  the factories divine  Issuing eidolons ,mutable materials changing crumbling cohering ateliers factories divine Issuing eidolons,5.47,"mutable,materials,changing,crumbling,cohering,ateliers,factories,divine,Issuing,eidolons",0.00,
Lo  I or you  Or woman  man  or state  known or unknown  We seeming solid wealth  strength  beauty build  But really build eidolons ,Lo woman man state known unknown solid wealth strength beauty build build eidolons,7.58,"Lo,woman,man,state,known,unknown,solid,wealth,strength,beauty,build,build,eidolons",0.00,
The ostent evanescent  The substance of an artist  s mood or savan  s studies long  Or warrior  s  martyr  s  hero  s toils  To fashion his eidolon ,ostent evanescent substance artist mood savan studies long warrior martyr hero toils fashion eidolon,8.78,"ostent,evanescent,substance,artist,mood,savan,studies,long,warrior,martyr,hero,toils,fashion,eidolon",0.00,
Of every human life   The whole or large or small summ  d  added up  In its eidolon ,human life large small summ added eidolon,11.90,"human,life,large,small,summ,added,eidolon",0.00,
The old  old urge  Based on the ancient pinnacles  lo  newer  higher pinnacles  From science and the modern still impell  d  The old  old urge  eidolons ,old old urge Based ancient pinnacles lo newer higher pinnacles science modern impell old old urge eidolons,5.88,"old,old,urge,Based,ancient,pinnacles,lo,newer,higher,pinnacles,science,modern,impell,old,old,urge,eidolons",0.00,
The present now and here  America  s busy  teeming  intricate whirl  Of aggregate and segregate for only thence releasing  To   day  s eidolons ,present America busy teeming intricate whirl aggregate segregate releasing day eidolons,8.33,"present,America,busy,teeming,intricate,whirl,aggregate,segregate,releasing,day,eidolons",0.00,
These with the past  Of vanish  d lands  of all the reigns of kings across the sea  Old conquerors  old campaigns  old sailors  voyages  Joining eidolons ,past vanish lands reigns kings sea Old conquerors old campaigns old sailors voyages Joining eidolons,7.14,"past,vanish,lands,reigns,kings,sea,Old,conquerors,old,campaigns,old,sailors,voyages,Joining,eidolons",0.00,
Densities  growth  facades  Strata of mountains  soils  rocks  giant trees  Far   born  far   dying  living long  to leave  Eidolons everlasting ,Densities growth facades Strata mountains soils rocks giant trees Far born far dying living long leave Eidolons everlasting,1.38,"Densities,growth,facades,Strata,mountains,soils,rocks,giant,trees,Far,born,far,dying,living,long,leave,Eidolons,everlasting",0.00,
Exalte  rapt  ecstatic  The visible but their womb of birth  Of orbic tendencies to shape and shape and shape  The mighty earth   eidolon ,Exalte rapt ecstatic visible womb birth orbic tendencies shape shape shape mighty earth eidolon,6.52,"Exalte,rapt,ecstatic,visible,womb,birth,orbic,tendencies,shape,shape,shape,mighty,earth,eidolon",0.00,
All space  all time   Fill  d with eidolons only ,space time Fill eidolons,10.20,"space,time,Fill,eidolons",0.00,
The noiseless myriads  The infinite oceans where the rivers empty  The separate countless free identities  like eyesight  The true realities  eidolons ,noiseless myriads infinite oceans rivers separate countless free identities like eyesight true realities eidolons,4.64,"noiseless,myriads,infinite,oceans,rivers,separate,countless,free,identities,like,eyesight,true,realities,eidolons",0.00,
Not this the world  Nor these the universes  they the universes  Purport and end  ever the permanent life of life  Eidolons  eidolons ,world universes universes Purport end permanent life life Eidolons eidolons,8.96,"world,universes,universes,Purport,end,permanent,life,life,Eidolons,eidolons",0.00,
Beyond thy lectures learn  d professor  Beyond thy telescope or spectroscope observer keen  beyond all mathematics  Beyond the doctor  s surgery  anatomy  beyond the chemist with his chemistry  The entities of entities  eidolons ,thy lectures learn professor thy telescope spectroscope observer keen mathematics doctor surgery anatomy chemist chemistry entities entities eidolons,6.55,"thy,lectures,learn,professor,thy,telescope,spectroscope,observer,keen,mathematics,doctor,surgery,anatomy,chemist,chemistry,entities,entities,eidolons",0.00,
Unfix  d yet fix  d  Ever shall be  ever have been and are  Sweeping the present to the infinite future  Eidolons  eidolons  eidolons ,Unfix fix shall Sweeping present infinite future Eidolons eidolons eidolons,9.70,"Unfix,fix,shall,Sweeping,present,infinite,future,Eidolons,eidolons,eidolons",0.00,
The prophet and the bard  Shall yet maintain themselves  in higher stages yet  Shall mediate to the Modern  to Democracy  interpret yet to them  God and eidolons ,prophet bard Shall maintain higher stages Shall mediate Modern Democracy interpret God eidolons,8.64,"prophet,bard,Shall,maintain,higher,stages,Shall,mediate,Modern,Democracy,interpret,God,eidolons",0.00,
And thee my soul  Joys  ceaseless exercises  exaltations  Thy yearning amply fed at last  prepared to meet  Thy mates  eidolons ,thee soul Joys ceaseless exercises exaltations Thy yearning amply fed prepared meet Thy mates eidolons,3.91,"thee,soul,Joys,ceaseless,exercises,exaltations,Thy,yearning,amply,fed,prepared,meet,Thy,mates,eidolons",0.00,
Thy body permanent  The body lurking there within thy body  The only purport of the form thou art  the real I myself  An image  an eidolon ,Thy body permanent body lurking thy body purport form thou art real image eidolon,8.63,"Thy,body,permanent,body,lurking,thy,body,purport,form,thou,art,real,image,eidolon",0.00,
Thy very songs not in thy songs  No special strains to sing  none for itself  But from the whole resulting  rising at last and floating  A round full   orb  d eidolon ,Thy songs thy songs special strains sing resulting rising floating round orb eidolon,10.78,"Thy,songs,thy,songs,special,strains,sing,resulting,rising,floating,round,orb,eidolon",0.00,
For him I sing  I raise the present on the past   With time and space I him dilate and fuse the immortal laws  To make himself by them the law unto himself ,sing raise present past time space dilate fuse immortal laws law unto,12.82,"sing,raise,present,past,time,space,dilate,fuse,immortal,laws,law,unto",0.00,
When I read the book  the biography famous  And is this then  what the author calls a man  s life ,read book biography famous author calls man life,12.24,"read,book,biography,famous,author,calls,man,life",0.00,
And so will some one when I am dead and gone write my life ,dead gone write life,16.95,"dead,gone,write,life",0.00,
Beginning my studies the first step pleas  d me so much  The mere fact consciousness  these forms  the power of motion  The least insect or animal  the senses  eyesight  love  The first step I say awed me and pleas  d me so much  I have hardly gone and hardly wish  d to go any farther  But stop and loiter all the time to sing it in ecstatic songs ,Beginning studies step pleas mere fact consciousness forms power motion insect animal senses eyesight love step awed pleas hardly gone hardly wish farther stop loiter time sing ecstatic songs,11.17,"Beginning,studies,step,pleas,mere,fact,consciousness,forms,power,motion,insect,animal,senses,eyesight,love,step,awed,pleas,hardly,gone,hardly,wish,farther,stop,loiter,time,sing,ecstatic,songs",0.00,
How they are provided for upon the earth   How dear and dreadful they are to the earth  How they inure to themselves as much as to any    what a paradox appears their age  How people respond to them  yet know them not  How there is something relentless in their fate all times  How all times mischoose the objects of their adulation and reward  And how the same inexorable price must still be paid for the same great purchase ,provided earth dear dreadful earth inure paradox appears age people respond know relentless fate times times mischoose objects adulation reward inexorable price paid great purchase,12.44,"provided,earth,dear,dreadful,earth,inure,paradox,appears,age,people,respond,know,relentless,fate,times,times,mischoose,objects,adulation,reward,inexorable,price,paid,great,purchase",0.00,
To the States or any one of them  or any city of the States  Resist much  obey little  Once unquestioning obedience  once fully enslaved  Once fully enslaved  no nation  state  city of this earth  ever afterward resumes its liberty ,States city States Resist obey little unquestioning obedience fully enslaved fully enslaved nation state city earth afterward resumes liberty,8.62,"States,city,States,Resist,obey,little,unquestioning,obedience,fully,enslaved,fully,enslaved,nation,state,city,earth,afterward,resumes,liberty",0.00,
On journeys through the States we start   We willing learners of all  teachers of all  and lovers of all ,journeys States start willing learners teachers lovers,11.43,"journeys,States,start,willing,learners,teachers,lovers",0.00,
We have watch  d the seasons dispensing themselves and passing on  And have said  Why should not a man or woman do as much as the seasons  and effuse as much ,watch seasons dispensing passing said man woman seasons effuse,13.92,"watch,seasons,dispensing,passing,said,man,woman,seasons,effuse",0.00,
We dwell a while in every city and town  We pass through Kanada  the North   east  the vast valley of the Mississippi  and the Southern States  We confer on equal terms with each of the States  We make trial of ourselves and invite men and women to hear  We say to ourselves  Remember  fear not  be candid  promulge the body and the soul  Dwell a while and pass on  be copious  temperate  chaste  magnetic  And what you effuse may then return as the seasons return  And may be just as much as the seasons ,dwell city town pass Kanada North east vast valley Mississippi Southern States confer equal terms States trial invite men women hear Remember fear candid promulge body soul Dwell pass copious temperate chaste magnetic effuse return seasons return seasons,11.09,"dwell,city,town,pass,Kanada,North,east,vast,valley,Mississippi,Southern,States,confer,equal,terms,States,trial,invite,men,women,hear,Remember,fear,candid,promulge,body,soul,Dwell,pass,copious,temperate,chaste,magnetic,effuse,return,seasons,return,seasons",0.00,
Here  take this gift  I was reserving it for some hero  speaker  or general  One who should serve the good old because  the great idea  the progress and freedom of the race  Some brave confronter of despots  some daring rebel  But I see that what I was reserving belongs to you just as much as to any ,gift reserving hero speaker general serve good old great idea progress freedom race brave confronter despots daring rebel reserving belongs,12.29,"gift,reserving,hero,speaker,general,serve,good,old,great,idea,progress,freedom,race,brave,confronter,despots,daring,rebel,reserving,belongs",0.00,
Me imperturbe  standing at ease in Nature  Master of all or mistress of all  aplomb in the midst of irrational things  Imbued as they  passive  receptive  silent as they  Finding my occupation  poverty  notoriety  foibles  crimes  less important than I thought  Me toward the Mexican sea  or in the Mannahatta or the Tennessee  or far north or inland  A river man  or a man of the woods or of any farm   life of these States or of the coast  or the lakes or Kanada  Me wherever my life is lived  O to be self   balanced for contingencies  To confront night  storms  hunger  ridicule  accidents  rebuffs  as the trees and animals do ,imperturbe standing ease Nature Master mistress aplomb midst irrational things Imbued passive receptive silent Finding occupation poverty notoriety foibles crimes important thought Mexican sea Mannahatta Tennessee far north inland river man man woods farm life States coast lakes Kanada life lived self balanced contingencies confront night storms hunger ridicule accidents rebuffs trees animals,9.18,"imperturbe,standing,ease,Nature,Master,mistress,aplomb,midst,irrational,things,Imbued,passive,receptive,silent,Finding,occupation,poverty,notoriety,foibles,crimes,important,thought,Mexican,sea,Mannahatta,Tennessee,far,north,inland,river,man,man,woods,farm,life,States,coast,lakes,Kanada,life,lived,self,balanced,contingencies,confront,night,storms,hunger,ridicule,accidents,rebuffs,trees,animals",0.00,
Thither as I look I see each result and glory retracing itself and nestling close  always obligated  Thither hours  months  years    thither trades  compacts  establishments  even the most minute  Thither every   day life  speech  utensils  politics  persons  estates  Thither we also  I with my leaves and songs  trustful  admirant  As a father to his father going takes his children along with him ,Thither look result glory retracing nestling close obligated Thither hours months years thither trades compacts establishments minute Thither day life speech utensils politics persons estates Thither leaves songs trustful admirant father father going takes children,6.75,"Thither,look,result,glory,retracing,nestling,close,obligated,Thither,hours,months,years,thither,trades,compacts,establishments,minute,Thither,day,life,speech,utensils,politics,persons,estates,Thither,leaves,songs,trustful,admirant,father,father,going,takes,children",0.00,
Lo  the unbounded sea  On its breast a ship starting  spreading all sails  carrying even her moonsails ,Lo unbounded sea breast ship starting spreading sails carrying moonsails,6.80,"Lo,unbounded,sea,breast,ship,starting,spreading,sails,carrying,moonsails",0.00,
The pennant is flying aloft as she speeds she speeds so stately    below emulous waves press forward  They surround the ship with shining curving motions and foam ,pennant flying aloft speeds speeds stately emulous waves press forward surround ship shining curving motions foam,6.75,"pennant,flying,aloft,speeds,speeds,stately,emulous,waves,press,forward,surround,ship,shining,curving,motions,foam",0.00,
 I Hear America Singing,Hear America Singing,4.35,"Hear,America,Singing",0.00,
I hear America singing  the varied carols I hear  Those of mechanics  each one singing his as it should be blithe and strong  The carpenter singing his as he measures his plank or beam  The mason singing his as he makes ready for work  or leaves off work  The boatman singing what belongs to him in his boat  the deckhand singing on the steamboat deck  The shoemaker singing as he sits on his bench  the hatter singing as he stands  The wood   cutter  s song  the ploughboy  s on his way in the morning  or at noon intermission or at sundown  The delicious singing of the mother  or of the young wife at work  or of the girl sewing or washing  Each singing what belongs to him or her and to none else  The day what belongs to the day    at night the party of young fellows  robust  friendly  Singing with open mouths their strong melodious songs ,hear America singing varied carols hear mechanics singing blithe strong carpenter singing measures plank beam mason singing makes ready work leaves work boatman singing belongs boat deckhand singing steamboat deck shoemaker singing sits bench hatter singing stands wood cutter song ploughboy way morning noon intermission sundown delicious singing mother young wife work girl sewing washing singing belongs day belongs day night party young fellows robust friendly Singing open mouths strong melodious songs,10.05,"hear,America,singing,varied,carols,hear,mechanics,singing,blithe,strong,carpenter,singing,measures,plank,beam,mason,singing,makes,ready,work,leaves,work,boatman,singing,belongs,boat,deckhand,singing,steamboat,deck,shoemaker,singing,sits,bench,hatter,singing,stands,wood,cutter,song,ploughboy,way,morning,noon,intermission,sundown,delicious,singing,mother,young,wife,work,girl,sewing,washing,singing,belongs,day,belongs,day,night,party,young,fellows,robust,friendly,Singing,open,mouths,strong,melodious,songs",0.00,
What place is besieged  and vainly tries to raise the siege ,place besieged vainly tries raise siege,8.33,"place,besieged,vainly,tries,raise,siege",0.00,
Lo  I send to that place a commander  swift  brave  immortal  And with him horse and foot  and parks of artillery  And artillery   men  the deadliest that ever fired gun ,Lo send place commander swift brave immortal horse foot parks artillery artillery men deadliest fired gun,8.24,"Lo,send,place,commander,swift,brave,immortal,horse,foot,parks,artillery,artillery,men,deadliest,fired,gun",0.00,
Still though the one I sing   I dedicate to Nationality  I leave in him revolt   O latent right of insurrection ,sing dedicate Nationality leave revolt latent right insurrection,10.71,"sing,dedicate,Nationality,leave,revolt,latent,right,insurrection",0.00,
O quenchless  indispensable fire ,quenchless indispensable fire,3.03,"quenchless,indispensable,fire",0.00,
Shut not your doors to me proud libraries  For that which was lacking on all your well   fill  d shelves  yet needed most  I bring  Forth from the war emerging  a book I have made  The words of my book nothing  the drift of it every thing  A book separate  not link  d with the rest nor felt by the intellect  But you ye untold latencies will thrill to every page ,Shut doors proud libraries lacking fill shelves needed bring Forth war emerging book words book drift thing book separate link rest felt intellect ye untold latencies thrill page,11.81,"Shut,doors,proud,libraries,lacking,fill,shelves,needed,bring,Forth,war,emerging,book,words,book,drift,thing,book,separate,link,rest,felt,intellect,ye,untold,latencies,thrill,page",0.00,
orators  singers  musicians to come ,orators singers musicians come,2.78,"orators,singers,musicians,come",0.00,
Not to   day is to justify me and answer what I am for  But you  a new brood  native  athletic  continental  greater than before known  Arouse ,day justify answer new brood native athletic continental greater known Arouse,10.49,"day,justify,answer,new,brood,native,athletic,continental,greater,known,Arouse",0.00,
I myself but write one or two indicative words for the future  I but advance a moment only to wheel and hurry back in the darkness ,write indicative words future advance moment wheel hurry darkness,12.98,"write,indicative,words,future,advance,moment,wheel,hurry,darkness",0.00,
I am a man who  sauntering along without fully stopping  turns a casual look upon you and then averts his face  Leaving it to you to prove and define it  Expecting the main things from you ,man sauntering fully stopping turns casual look averts face Leaving prove define Expecting main things,11.11,"man,sauntering,fully,stopping,turns,casual,look,averts,face,Leaving,prove,define,Expecting,main,things",0.00,
Stranger  if you passing meet me and desire to speak to me  why should you not speak to me ,Stranger passing meet desire speak speak,14.29,"Stranger,passing,meet,desire,speak,speak",0.00,
Thou reader throbbest life and pride and love the same as I  Therefore for thee the following chants ,Thou reader throbbest life pride love thee following chants,8.91,"Thou,reader,throbbest,life,pride,love,thee,following,chants",0.00,
 Starting from fish   shape Paumanok where I was born  Well   begotten  and rais  d by a perfect mother  After roaming many lands  lover of populous pavements  Dweller in Mannahatta my city  or on southern savannas  Or a soldier camp  d or carrying my knapsack and gun  or a miner in California  Or rude in my home in Dakota  s woods  my diet meat  my drink from the spring  Or withdrawn to muse and meditate in some deep recess  Far from the clank of crowds intervals passing rapt and happy  Aware of the fresh free giver the flowing Missouri  aware of mighty Niagara  Aware of the buffalo herds grazing the plains  the hirsute and strong   breasted bull  Of earth  rocks  Fifth   month flowers experienced  stars  rain  snow  my amaze  Having studied the mocking   bird  s tones and the flight of the mountain   hawk  And heard at dawn the unrivall  d one  the hermit thrush from the swamp   cedars  Solitary  singing in the West  I strike up for a New World ,Starting fish shape Paumanok born begotten rais perfect mother roaming lands lover populous pavements Dweller Mannahatta city southern savannas soldier camp carrying knapsack gun miner California rude home Dakota woods diet meat drink spring withdrawn muse meditate deep recess Far clank crowds intervals passing rapt happy Aware fresh free giver flowing Missouri aware mighty Niagara Aware buffalo herds grazing plains hirsute strong breasted bull earth rocks Fifth month flowers experienced stars rain snow amaze studied mocking bird tones flight mountain hawk heard dawn unrivall hermit thrush swamp cedars Solitary singing West strike New World,7.80,"Starting,fish,shape,Paumanok,born,begotten,rais,perfect,mother,roaming,lands,lover,populous,pavements,Dweller,Mannahatta,city,southern,savannas,soldier,camp,carrying,knapsack,gun,miner,California,rude,home,Dakota,woods,diet,meat,drink,spring,withdrawn,muse,meditate,deep,recess,Far,clank,crowds,intervals,passing,rapt,happy,Aware,fresh,free,giver,flowing,Missouri,aware,mighty,Niagara,Aware,buffalo,herds,grazing,plains,hirsute,strong,breasted,bull,earth,rocks,Fifth,month,flowers,experienced,stars,rain,snow,amaze,studied,mocking,bird,tones,flight,mountain,hawk,heard,dawn,unrivall,hermit,thrush,swamp,cedars,Solitary,singing,West,strike,New,World",0.00,
 Victory  union  faith  identity  time  The indissoluble compacts  riches  mystery  Eternal progress  the kosmos  and the modern reports ,Victory union faith identity time indissoluble compacts riches mystery Eternal progress kosmos modern reports,2.92,"Victory,union,faith,identity,time,indissoluble,compacts,riches,mystery,Eternal,progress,kosmos,modern,reports",0.00,
This then is life  Here is what has come to the surface after so many throes and convulsions ,life come surface throes convulsions,13.98,"life,come,surface,throes,convulsions",0.00,
Underfoot the divine soil  overhead the sun ,Underfoot divine soil overhead sun,4.55,"Underfoot,divine,soil,overhead,sun",0.00,
See revolving the globe  The ancestor   continents away group  d together  The present and future continents north and south  with the isthmus between ,revolving globe ancestor continents away group present future continents north south isthmus,7.28,"revolving,globe,ancestor,continents,away,group,present,future,continents,north,south,isthmus",0.00,
See  vast trackless spaces  As in a dream they change  they swiftly fill  Countless masses debouch upon them  They are now cover  d with the foremost people  arts  institutions  known ,vast trackless spaces dream change swiftly fill Countless masses debouch cover foremost people arts institutions known,7.61,"vast,trackless,spaces,dream,change,swiftly,fill,Countless,masses,debouch,cover,foremost,people,arts,institutions,known",0.00,
See  projected through time  For me an audience interminable ,projected time audience interminable,8.20,"projected,time,audience,interminable",0.00,
With firm and regular step they wend  they never stop  Successions of men  Americanos  a hundred millions  One generation playing its part and passing on  Another generation playing its part and passing on in its turn  With faces turn  d sideways or backward towards me to listen  With eyes retrospective towards me ,firm regular step wend stop Successions men Americanos millions generation playing passing generation playing passing turn faces turn sideways backward listen eyes retrospective,9.18,"firm,regular,step,wend,stop,Successions,men,Americanos,millions,generation,playing,passing,generation,playing,passing,turn,faces,turn,sideways,backward,listen,eyes,retrospective",0.00,
Chants of the prairies  Chants of the long   running Mississippi  and down to the Mexican sea  Chants of Ohio  Indiana  Illinois  Iowa  Wisconsin and Minnesota  Chants going forth from the centre from Kansas  and thence equidistant  Shooting in pulses of fire ceaseless to vivify all ,Chants prairies Chants long running Mississippi Mexican sea Chants Ohio Indiana Illinois Iowa Wisconsin Minnesota Chants going forth centre Kansas equidistant Shooting pulses fire ceaseless vivify,6.69,"Chants,prairies,Chants,long,running,Mississippi,Mexican,sea,Chants,Ohio,Indiana,Illinois,Iowa,Wisconsin,Minnesota,Chants,going,forth,centre,Kansas,equidistant,Shooting,pulses,fire,ceaseless,vivify",0.00,
 Take my leaves America  take them South and take them North  Make welcome for them everywhere  for they are your own off   spring  Surround them East and West  for they would surround you  And you precedents  connect lovingly with them  for they connect lovingly with you ,leaves America South North welcome spring Surround East West surround precedents connect lovingly connect lovingly,11.36,"leaves,America,South,North,welcome,spring,Surround,East,West,surround,precedents,connect,lovingly,connect,lovingly",0.00,
I conn  d old times  I sat studying at the feet of the great masters  Now if eligible O that the great masters might return and study me ,conn old times sat studying feet great masters eligible great masters return study,10.95,"conn,old,times,sat,studying,feet,great,masters,eligible,great,masters,return,study",0.00,
In the name of these States shall I scorn the antique ,States shall scorn antique,12.96,"States,shall,scorn,antique",0.00,
Why these are the children of the antique to justify it ,children antique justify,14.29,"children,antique,justify",0.00,
