Unclean,Clean,Noise_Pre_Processing,Training_Data,Noise_Post_Processing,Query
Matrimony  as the origin of change  was always disagreeable  and he was by no means yet reconciled to his own daughter  s marrying  nor could ever speak of her but with compassion  though it had been entirely a match of affection  when he was now obliged to part with Miss Taylor too  and from his habits of gentle selfishness  and of being never able to suppose that other people could feel differently from himself  he was very much disposed to think Miss Taylor had done as sad a thing for herself as for them  and would have been a great deal happier if she had spent all the rest of her life at Hartfield ,Matrimony origin change disagreeable means reconciled daughter marrying speak compassion entirely match affection obliged Miss Taylor habits gentle selfishness able suppose people feel differently disposed think Miss Taylor sad thing great deal happier spent rest life Hartfield,12.62,"Matrimony,origin,change,disagreeable,means,reconciled,daughter,marrying,speak,compassion,entirely,match,affection,obliged,Miss,Taylor,habits,gentle,selfishness,able,suppose,people,feel,differently,disposed,think,Miss,Taylor,sad,thing,great,deal,happier,spent,rest,life,Hartfield",0.00,
Emma smiled and chatted as cheerfully as she could  to keep him from such thoughts  but when tea came  it was impossible for him not to say exactly as he had said at dinner ,Emma smiled chatted cheerfully thoughts tea came impossible exactly said dinner,13.29,"Emma,smiled,chatted,cheerfully,thoughts,tea,came,impossible,exactly,said,dinner",0.00,
 Poor Miss Taylor    I wish she were here again ,Poor Miss Taylor wish,10.42,"Poor,Miss,Taylor,wish",0.00,
What a pity it is that Mr  Weston ever thought of her ,pity Mr Weston thought,14.81,"pity,Mr,Weston,thought",0.00,
 I cannot agree with you  papa  you know I cannot ,agree papa know,14.00,"agree,papa,know",0.00,
Mr  Weston is such a good   humoured  pleasant  excellent man  that he thoroughly deserves a good wife    and you would not have had Miss Taylor live with us for ever  and bear all my odd humours  when she might have a house of her own ,Mr Weston good humoured pleasant excellent man thoroughly deserves good wife Miss Taylor live bear odd humours house,11.44,"Mr,Weston,good,humoured,pleasant,excellent,man,thoroughly,deserves,good,wife,Miss,Taylor,live,bear,odd,humours,house",0.00,
 A house of her own    But where is the advantage of a house of her own ,house advantage house,18.06,"house,advantage,house",0.00,
This is three times as large    And you have never any odd humours  my dear ,times large odd humours dear,13.16,"times,large,odd,humours,dear",0.00,
 How often we shall be going to see them  and they coming to see us    We shall be always meeting ,shall going coming shall meeting,15.31,"shall,going,coming,shall,meeting",0.00,
We must begin  we must go and pay wedding visit very soon ,begin pay wedding visit soon,12.07,"begin,pay,wedding,visit,soon",0.00,
I could not walk half so far ,walk half far,13.79,"walk,half,far",0.00,
 No  papa  nobody thought of your walking ,papa thought walking,9.52,"papa,thought,walking",0.00,
But James will not like to put the horses to for such a little way    and where are the poor horses to be while we are paying our visit ,James like horses little way poor horses paying visit,14.71,"James,like,horses,little,way,poor,horses,paying,visit",0.00,
 They are to be put into Mr  Weston  s stable  papa ,Mr Weston stable papa,13.46,"Mr,Weston,stable,papa",0.00,
We talked it all over with Mr  Weston last night ,talked Mr Weston night,12.24,"talked,Mr,Weston,night",0.00,
And as for James  you may be very sure he will always like going to Randalls  because of his daughter  s being housemaid there ,James sure like going Randalls daughter housemaid,13.39,"James,sure,like,going,Randalls,daughter,housemaid",0.00,
You got Hannah that good place ,got Hannah good place,6.45,"got,Hannah,good,place",0.00,
Nobody thought of Hannah till you mentioned her    James is so obliged to you ,thought Hannah till mentioned James obliged,10.26,"thought,Hannah,till,mentioned,James,obliged",0.00,
It was very lucky  for I would not have had poor James think himself slighted upon any account  and I am sure she will make a very good servant  she is a civil  pretty   spoken girl  I have a great opinion of her ,lucky poor James think slighted account sure good servant civil pretty spoken girl great opinion,13.15,"lucky,poor,James,think,slighted,account,sure,good,servant,civil,pretty,spoken,girl,great,opinion",0.00,
Whenever I see her  she always curtseys and asks me how I do  in a very pretty manner  and when you have had her here to do needlework  I observe she always turns the lock of the door the right way and never bangs it ,curtseys asks pretty manner needlework observe turns lock door right way bangs,15.21,"curtseys,asks,pretty,manner,needlework,observe,turns,lock,door,right,way,bangs",0.00,
I am sure she will be an excellent servant  and it will be a great comfort to poor Miss Taylor to have somebody about her that she is used to see ,sure excellent servant great comfort poor Miss Taylor somebody,15.07,"sure,excellent,servant,great,comfort,poor,Miss,Taylor,somebody",0.00,
Whenever James goes over to see his daughter  you know  she will be hearing of us ,James goes daughter know hearing,13.41,"James,goes,daughter,know,hearing",0.00,
Emma spared no exertions to maintain this happier flow of ideas  and hoped  by the help of backgammon  to get her father tolerably through the evening  and be attacked by no regrets but her own ,Emma spared exertions maintain happier flow ideas hoped help backgammon father tolerably evening attacked regrets,10.31,"Emma,spared,exertions,maintain,happier,flow,ideas,hoped,help,backgammon,father,tolerably,evening,attacked,regrets",0.00,
The backgammon   table was placed  but a visitor immediately afterwards walked in and made it unnecessary ,backgammon table placed visitor immediately walked unnecessary,8.49,"backgammon,table,placed,visitor,immediately,walked,unnecessary",0.00,
Mr  Knightley  a sensible man about seven or eight   and   thirty  was not only a very old and intimate friend of the family  but particularly connected with it  as the elder brother of Isabella  s husband ,Mr Knightley sensible man seven thirty old intimate friend family particularly connected elder brother Isabella husband,9.71,"Mr,Knightley,sensible,man,seven,thirty,old,intimate,friend,family,particularly,connected,elder,brother,Isabella,husband",0.00,
He lived about a mile from Highbury  was a frequent visitor  and always welcome  and at this time more welcome than usual  as coming directly from their mutual connexions in London ,lived mile Highbury frequent visitor welcome time welcome usual coming directly mutual connexions London,9.39,"lived,mile,Highbury,frequent,visitor,welcome,time,welcome,usual,coming,directly,mutual,connexions,London",0.00,
He had returned to a late dinner  after some days  absence  and now walked up to Hartfield to say that all were well in Brunswick Square ,returned late dinner days absence walked Hartfield Brunswick Square,12.41,"returned,late,dinner,days,absence,walked,Hartfield,Brunswick,Square",0.00,
It was a happy circumstance  and animated Mr  Woodhouse for some time ,happy circumstance animated Mr Woodhouse time,8.57,"happy,circumstance,animated,Mr,Woodhouse,time",0.00,
Mr  Knightley had a cheerful manner  which always did him good  and his many inquiries after  poor Isabella  and her children were answered most satisfactorily ,Mr Knightley cheerful manner good inquiries poor Isabella children answered satisfactorily,8.75,"Mr,Knightley,cheerful,manner,good,inquiries,poor,Isabella,children,answered,satisfactorily",0.00,
When this was over  Mr  Woodhouse gratefully observed   It is very kind of you  Mr  Knightley  to come out at this late hour to call upon us ,Mr Woodhouse gratefully observed kind Mr Knightley come late hour,12.06,"Mr,Woodhouse,gratefully,observed,kind,Mr,Knightley,come,late,hour",0.00,
I am afraid you must have had a shocking walk ,afraid shocking walk,15.22,"afraid,shocking,walk",0.00,
It is a beautiful moonlight night  and so mild that I must draw back from your great fire ,beautiful moonlight night mild draw great fire,12.22,"beautiful,moonlight,night,mild,draw,great,fire",0.00,
 But you must have found it very damp and dirty ,found damp dirty,14.58,"found,damp,dirty",0.00,
I wish you may not catch cold ,wish catch cold,13.33,"wish,catch,cold",0.00,
that is quite surprising  for we have had a vast deal of rain here ,surprising vast deal rain,14.93,"surprising,vast,deal,rain",0.00,
It rained dreadfully hard for half an hour while we were at breakfast ,rained dreadfully hard half hour breakfast,10.00,"rained,dreadfully,hard,half,hour,breakfast",0.00,
 By the bye    I have not wished you joy ,bye wished joy,14.63,"bye,wished,joy",0.00,
Being pretty well aware of what sort of joy you must both be feeling  I have been in no hurry with my congratulations  but I hope it all went off tolerably well ,pretty aware sort joy feeling hurry congratulations hope went tolerably,13.66,"pretty,aware,sort,joy,feeling,hurry,congratulations,hope,went,tolerably",0.00,
poor Miss Taylor ,poor Miss Taylor,0.00,"poor,Miss,Taylor",0.00,
 Poor Mr  and Miss Woodhouse  if you please  but I cannot possibly say  poor Miss Taylor ,Poor Mr Miss Woodhouse possibly poor Miss Taylor,8.99,"Poor,Mr,Miss,Woodhouse,possibly,poor,Miss,Taylor",0.00,
I have a great regard for you and Emma  but when it comes to the question of dependence or independence    At any rate  it must be better to have only one to please than two ,great regard Emma comes question dependence independence rate better,14.94,"great,regard,Emma,comes,question,dependence,independence,rate,better",0.00,
 Especially when one of those two is such a fanciful  troublesome creature ,Especially fanciful troublesome creature,10.67,"Especially,fanciful,troublesome,creature",0.00,
said Emma playfully ,said Emma playfully,0.00,"said,Emma,playfully",0.00,
 That is what you have in your head  I know    and what you would certainly say if my father were not by ,head know certainly father,17.14,"head,know,certainly,father",0.00,
 I believe it is very true  my dear  indeed  said Mr  Woodhouse  with a sigh ,believe true dear said Mr Woodhouse sigh,10.39,"believe,true,dear,said,Mr,Woodhouse,sigh",0.00,
 I am afraid I am sometimes very fanciful and troublesome ,afraid fanciful troublesome,12.07,"afraid,fanciful,troublesome",0.00,
You do not think I could mean you  or suppose Mr  Knightley to mean you ,think mean suppose Mr Knightley mean,12.50,"think,mean,suppose,Mr,Knightley,mean",0.00,
Mr  Knightley loves to find fault with me  you know    in a joke    it is all a joke ,Mr Knightley loves find fault know joke joke,11.76,"Mr,Knightley,loves,find,fault,know,joke,joke",0.00,
Mr  Knightley  in fact  was one of the few people who could see faults in Emma Woodhouse  and the only one who ever told her of them  and though this was not particularly agreeable to Emma herself  she knew it would be so much less so to her father  that she would not have him really suspect such a circumstance as her not being thought perfect by every body ,Mr Knightley fact people faults Emma Woodhouse told particularly agreeable Emma knew father suspect circumstance thought perfect body,14.17,"Mr,Knightley,fact,people,faults,Emma,Woodhouse,told,particularly,agreeable,Emma,knew,father,suspect,circumstance,thought,perfect,body",0.00,
 Emma knows I never flatter her  said Mr  Knightley   but I meant no reflection on any body ,Emma knows flatter said Mr Knightley meant reflection body,8.70,"Emma,knows,flatter,said,Mr,Knightley,meant,reflection,body",0.00,
Miss Taylor has been used to have two persons to please  she will now have but one ,Miss Taylor persons,16.87,"Miss,Taylor,persons",0.00,
 Well  said Emma  willing to let it pass    you want to hear about the wedding  and I shall be happy to tell you  for we all behaved charmingly ,said Emma willing let pass want hear wedding shall happy tell behaved charmingly,10.42,"said,Emma,willing,let,pass,want,hear,wedding,shall,happy,tell,behaved,charmingly",0.00,
Every body was punctual  every body in their best looks  not a tear  and hardly a long face to be seen ,body punctual body best looks tear hardly long face seen,10.68,"body,punctual,body,best,looks,tear,hardly,long,face,seen",0.00,
Oh no  we all felt that we were going to be only half a mile apart  and were sure of meeting every day ,Oh felt going half mile apart sure meeting day,13.59,"Oh,felt,going,half,mile,apart,sure,meeting,day",0.00,
 Dear Emma bears every thing so well  said her father ,Dear Emma bears thing said father,7.41,"Dear,Emma,bears,thing,said,father",0.00,
 But  Mr  Knightley  she is really very sorry to lose poor Miss Taylor  and I am sure she will miss her more than she thinks for ,Mr Knightley sorry lose poor Miss Taylor sure miss thinks,12.40,"Mr,Knightley,sorry,lose,poor,Miss,Taylor,sure,miss,thinks",0.00,
Emma turned away her head  divided between tears and smiles ,Emma turned away head divided tears smiles,5.00,"Emma,turned,away,head,divided,tears,smiles",0.00,
 It is impossible that Emma should not miss such a companion  said Mr  Knightley ,impossible Emma miss companion said Mr Knightley,8.64,"impossible,Emma,miss,companion,said,Mr,Knightley",0.00,
 We should not like her so well as we do  sir  if we could suppose it  but she knows how much the marriage is to Miss Taylor  s advantage  she knows how very acceptable it must be  at Miss Taylor  s time of life  to be settled in a home of her own  and how important to her to be secure of a comfortable provision  and therefore cannot allow herself to feel so much pain as pleasure ,like sir suppose knows marriage Miss Taylor advantage knows acceptable Miss Taylor time life settled home important secure comfortable provision allow feel pain pleasure,13.84,"like,sir,suppose,knows,marriage,Miss,Taylor,advantage,knows,acceptable,Miss,Taylor,time,life,settled,home,important,secure,comfortable,provision,allow,feel,pain,pleasure",0.00,
Every friend of Miss Taylor must be glad to have her so happily married ,friend Miss Taylor glad happily married,11.11,"friend,Miss,Taylor,glad,happily,married",0.00,
 And you have forgotten one matter of joy to me  said Emma   and a very considerable one    that I made the match myself ,forgotten matter joy said Emma considerable match,13.22,"forgotten,matter,joy,said,Emma,considerable,match",0.00,
I made the match  you know  four years ago  and to have it take place  and be proved in the right  when so many people said Mr  Weston would never marry again  may comfort me for any thing ,match know years ago place proved right people said Mr Weston marry comfort thing,12.70,"match,know,years,ago,place,proved,right,people,said,Mr,Weston,marry,comfort,thing",0.00,
Mr  Knightley shook his head at her ,Mr Knightley shook head,8.33,"Mr,Knightley,shook,head",0.00,
Her father fondly replied   Ah ,father fondly replied Ah,3.23,"father,fondly,replied,Ah",0.00,
my dear  I wish you would not make matches and foretell things  for whatever you say always comes to pass ,dear wish matches foretell things comes pass,12.26,"dear,wish,matches,foretell,things,comes,pass",0.00,
 I promise you to make none for myself  papa  but I must  indeed  for other people ,promise papa people,15.66,"promise,papa,people",0.00,
It is the greatest amusement in the world ,greatest amusement world,11.90,"greatest,amusement,world",0.00,
And after such success  you know    Every body said that Mr  Weston would never marry again ,success know body said Mr Weston marry,9.78,"success,know,body,said,Mr,Weston,marry",0.00,
Mr  Weston  who had been a widower so long  and who seemed so perfectly comfortable without a wife  so constantly occupied either in his business in town or among his friends here  always acceptable wherever he went  always cheerful    Mr  Weston need not spend a single evening in the year alone if he did not like it ,Mr Weston widower long perfectly comfortable wife constantly occupied business town friends acceptable went cheerful Mr Weston need spend single evening year like,10.66,"Mr,Weston,widower,long,perfectly,comfortable,wife,constantly,occupied,business,town,friends,acceptable,went,cheerful,Mr,Weston,need,spend,single,evening,year,like",0.00,
Mr  Weston certainly would never marry again ,Mr Weston certainly marry,6.67,"Mr,Weston,certainly,marry",0.00,
Some people even talked of a promise to his wife on her deathbed  and others of the son and the uncle not letting him ,people talked promise wife deathbed son uncle letting,13.56,"people,talked,promise,wife,deathbed,son,uncle,letting",0.00,
All manner of solemn nonsense was talked on the subject  but I believed none of it ,manner solemn nonsense talked subject believed,12.05,"manner,solemn,nonsense,talked,subject,believed",0.00,
 Ever since the day    about four years ago    that Miss Taylor and I met with him in Broadway Lane  when  because it began to drizzle  he darted away with so much gallantry  and borrowed two umbrellas for us from Farmer Mitchell  s  I made up my mind on the subject ,day years ago Miss Taylor met Broadway Lane began drizzle darted away gallantry borrowed umbrellas Farmer Mitchell mind subject,11.61,"day,years,ago,Miss,Taylor,met,Broadway,Lane,began,drizzle,darted,away,gallantry,borrowed,umbrellas,Farmer,Mitchell,mind,subject",0.00,
I planned the match from that hour  and when such success has blessed me in this instance  dear papa  you cannot think that I shall leave off match   making ,planned match hour success blessed instance dear papa think shall leave match making,10.19,"planned,match,hour,success,blessed,instance,dear,papa,think,shall,leave,match,making",0.00,
 I do not understand what you mean by  success  said Mr  Knightley ,understand mean success said Mr Knightley,8.96,"understand,mean,success,said,Mr,Knightley",0.00,
 Success supposes endeavour ,Success supposes endeavour,0.00,"Success,supposes,endeavour",0.00,
Your time has been properly and delicately spent  if you have been endeavouring for the last four years to bring about this marriage ,time properly delicately spent endeavouring years bring marriage,11.28,"time,properly,delicately,spent,endeavouring,years,bring,marriage",0.00,
A worthy employment for a young lady  s mind ,worthy employment young lady mind,8.89,"worthy,employment,young,lady,mind",0.00,
But if  which I rather imagine  your making the match  as you call it  means only your planning it  your saying to yourself one idle day   I think it would be a very good thing for Miss Taylor if Mr  Weston were to marry her  and saying it again to yourself every now and then afterwards  why do you talk of success ,imagine making match means planning saying idle day think good thing Miss Taylor Mr Weston marry saying talk success,13.61,"imagine,making,match,means,planning,saying,idle,day,think,good,thing,Miss,Taylor,Mr,Weston,marry,saying,talk,success",0.00,
You made a lucky guess  and that is all that can be said ,lucky guess said,17.54,"lucky,guess,said",0.00,
 And have you never known the pleasure and triumph of a lucky guess    I pity you    I thought you cleverer    for  depend upon it a lucky guess is never merely luck ,known pleasure triumph lucky guess pity thought cleverer depend lucky guess merely luck,10.84,"known,pleasure,triumph,lucky,guess,pity,thought,cleverer,depend,lucky,guess,merely,luck",0.00,
And as to my poor word  success  which you quarrel with  I do not know that I am so entirely without any claim to it ,poor word success quarrel know entirely claim,15.38,"poor,word,success,quarrel,know,entirely,claim",0.00,
You have drawn two pretty pictures  but I think there may be a third    a something between the do   nothing and the do   all ,drawn pretty pictures think,15.87,"drawn,pretty,pictures,think",0.00,
If I had not promoted Mr  Weston  s visits here  and given many little encouragements  and smoothed many little matters  it might not have come to any thing after all ,promoted Mr Weston visits given little encouragements smoothed little matters come thing,10.78,"promoted,Mr,Weston,visits,given,little,encouragements,smoothed,little,matters,come,thing",0.00,
I think you must know Hartfield enough to comprehend that ,think know Hartfield comprehend,10.34,"think,know,Hartfield,comprehend",0.00,
 A straightforward  open   hearted man like Weston  and a rational  unaffected woman like Miss Taylor  may be safely left to manage their own concerns ,straightforward open hearted man like Weston rational unaffected woman like Miss Taylor safely left manage concerns,5.30,"straightforward,open,hearted,man,like,Weston,rational,unaffected,woman,like,Miss,Taylor,safely,left,manage,concerns",0.00,
You are more likely to have done harm to yourself  than good to them  by interference ,likely harm good interference,13.95,"likely,harm,good,interference",0.00,
 Emma never thinks of herself  if she can do good to others  rejoined Mr  Woodhouse  understanding but in part ,Emma thinks good rejoined Mr Woodhouse understanding,10.81,"Emma,thinks,good,rejoined,Mr,Woodhouse,understanding",0.00,
 But  my dear  pray do not make any more matches  they are silly things  and break up one  s family circle grievously ,dear pray matches silly things break family circle grievously,11.02,"dear,pray,matches,silly,things,break,family,circle,grievously",0.00,
 Only one more  papa  only for Mr  Elton ,papa Mr Elton,12.20,"papa,Mr,Elton",0.00,
Poor Mr  Elton ,Poor Mr Elton,0.00,"Poor,Mr,Elton",0.00,
You like Mr  Elton  papa    I must look about for a wife for him ,like Mr Elton papa look wife,12.31,"like,Mr,Elton,papa,look,wife",0.00,
There is nobody in Highbury who deserves him    and he has been here a whole year  and has fitted up his house so comfortably  that it would be a shame to have him single any longer    and I thought when he was joining their hands to   day  he looked so very much as if he would like to have the same kind office done for him ,Highbury deserves year fitted house comfortably shame single longer thought joining hands day looked like kind office,15.03,"Highbury,deserves,year,fitted,house,comfortably,shame,single,longer,thought,joining,hands,day,looked,like,kind,office",0.00,
I think very well of Mr  Elton  and this is the only way I have of doing him a service ,think Mr Elton way service,17.24,"think,Mr,Elton,way,service",0.00,
 Mr  Elton is a very pretty young man  to be sure  and a very good young man  and I have a great regard for him ,Mr Elton pretty young man sure good young man great regard,12.50,"Mr,Elton,pretty,young,man,sure,good,young,man,great,regard",0.00,
But if you want to shew him any attention  my dear  ask him to come and dine with us some day ,want shew attention dear ask come dine day,13.83,"want,shew,attention,dear,ask,come,dine,day",0.00,
I dare say Mr  Knightley will be so kind as to meet him ,dare Mr Knightley kind meet,14.29,"dare,Mr,Knightley,kind,meet",0.00,
 With a great deal of pleasure  sir  at any time  said Mr  Knightley  laughing   and I agree with you entirely  that it will be a much better thing ,great deal pleasure sir time said Mr Knightley laughing agree entirely better thing,10.14,"great,deal,pleasure,sir,time,said,Mr,Knightley,laughing,agree,entirely,better,thing",0.00,
Invite him to dinner  Emma  and help him to the best of the fish and the chicken  but leave him to chuse his own wife ,Invite dinner Emma help best fish chicken leave chuse wife,12.71,"Invite,dinner,Emma,help,best,fish,chicken,leave,chuse,wife",0.00,
Depend upon it  a man of six or seven   and   twenty can take care of himself ,Depend man seven care,15.38,"Depend,man,seven,care",0.00,
Mr  Weston was a native of Highbury  and born of a respectable family  which for the last two or three generations had been rising into gentility and property ,Mr Weston native Highbury born respectable family generations rising gentility property,10.69,"Mr,Weston,native,Highbury,born,respectable,family,generations,rising,gentility,property",0.00,
